rank,lForm,lemma,pos,subLemma,wType,frequency,pmw,K_acc
639,シジョウ,市場,名詞-普通名詞-一般,,漢,14535,138.9414334,A
1277,ジジョウ,事情,名詞-普通名詞-一般,,漢,7576,72.4196972,A
542,ジシン,自身,名詞-普通名詞-副詞可能,,漢,16906,161.6060456,A
1524,ジシン,地震,名詞-普通名詞-一般,,漢,6205,59.3141792,B
1815,ジシン,自信,名詞-普通名詞-サ変可能,,漢,5233,50.0227397,A
1594,シズカ,静か,形状詞-一般,,和,5949,56.8670511,B
557,システム,システム,名詞-普通名詞-一般,system,外,16458,157.3235714,A
1572,シセイ,姿勢,名詞-普通名詞-一般,,漢,6039,57.7273695,A
385,シセツ,施設,名詞-普通名詞-サ変可能,,漢,22562,215.6722821,A
2073,シセン,視線,名詞-普通名詞-一般,,漢,4541,43.4078465,A
519,シゼン,自然,名詞-普通名詞-一般,,漢,17549,167.7525431,A
1684,シゼン,自然,形状詞-一般,,漢,5608,53.6074,A
2415,ジゼン,事前,名詞-普通名詞-一般,,漢,3800,36.3245577,A
1476,シソウ,思想,名詞-普通名詞-一般,,漢,6442,61.5796845,A
469,シタ,下,名詞-普通名詞-一般,,和,19316,184.6434625,A
1110,シダイ,次第,名詞-普通名詞-副詞可能,,漢,8594,82.1508551,A
1243,ジタイ,自体,名詞-普通名詞-一般,,漢,7787,74.4366661,A
1767,ジタイ,事態,名詞-普通名詞-一般,,漢,5353,51.1698309,A
244,ジダイ,時代,名詞-普通名詞-一般,,漢,35357,337.9808916,A
447,シタガウ,従う,動詞-一般,,和,20000,191.1818829,A
2051,ジタク,自宅,名詞-普通名詞-一般,,漢,4585,43.8284466,A
518,シチ,七,名詞-数詞,,漢,17558,167.838575,A
1241,ジチ,自治,名詞-普通名詞-一般,,漢,7791,74.4749025,A
446,ジツ,実,名詞-普通名詞-一般,,漢,20021,191.3826238,B
2800,ジッカ,実家,名詞-普通名詞-一般,,漢,3171,30.3118875,B
966,シッカリ,確り,副詞,,和,9800,93.6791226,A
1396,ジッケン,実験,名詞-普通名詞-サ変可能,,漢,6793,64.9349265,B
1035,ジツゲン,実現,名詞-普通名詞-サ変可能,,漢,9197,87.9149888,B
1776,シッコウ,執行,名詞-普通名詞-サ変可能,,漢,5328,50.9308536,B
1402,ジッコウ,実行,名詞-普通名詞-サ変可能,,漢,6767,64.6863901,B
438,ジッサイ,実際,名詞-普通名詞-副詞可能,,漢,20238,193.4569473,B
380,ジッシ,実施,名詞-普通名詞-サ変可能,,漢,22871,218.6260421,B
2294,ジッシツ,実質,名詞-普通名詞-一般,,漢,4042,38.6378585,B
2245,ジッセン,実践,名詞-普通名詞-サ変可能,,漢,4138,39.5555316,B
1889,ジッタイ,実態,名詞-普通名詞-一般,,漢,5018,47.9675344,B
2198,ジット,じっと,副詞,,和,4238,40.511441,A
1543,シッパイ,失敗,名詞-普通名詞-サ変可能,,漢,6124,58.5398925,B
372,シツモン,質問,名詞-普通名詞-サ変可能,,漢,23407,223.7497166,B
722,シテイ,指定,名詞-普通名詞-サ変可能,,漢,13030,124.5549967,A
900,シテキ,指摘,名詞-普通名詞-サ変可能,,漢,10614,101.4602252,A
2475,シテン,視点,名詞-普通名詞-一般,,漢,3687,35.2443801,
1502,ジテン,時点,名詞-普通名詞-一般,,漢,6323,60.4421523,
1875,ジテン,自転,名詞-普通名詞-サ変可能,,漢,5049,48.2638663,A
536,シドウ,指導,名詞-普通名詞-サ変可能,,漢,17095,163.4127144,A
580,ジドウ,自動,名詞-普通名詞-一般,,漢,15808,151.1101602,A
1219,ジドウ,児童,名詞-普通名詞-一般,,漢,7936,75.8609711,A
567,シヌ,死ぬ,動詞-一般,,和,16081,153.7197929,A
1218,シハイ,支配,名詞-普通名詞-サ変可能,,漢,7937,75.8705302,A
2615,シバシバ,屡,副詞,,和,3468,33.1509385,C
1942,シハライ,支払い,名詞-普通名詞-一般,,和,4855,46.4094021,A
2072,シハラウ,支払う,動詞-一般,,和,4542,43.4174056,A
969,シバラク,暫く,副詞,,和,9754,93.2394043,B
87,ジブン,自分,名詞-普通名詞-一般,,漢,111079,1061.814618,B
2009,シボウ,死亡,名詞-普通名詞-サ変可能,,漢,4688,44.8130333,A
2691,シボウ,脂肪,名詞-普通名詞-一般,,漢,3340,31.9273744,A
1046,シホン,資本,名詞-普通名詞-一般,,漢,9118,87.1598204,A
1923,シマ,島,名詞-普通名詞-一般,,和,4922,47.0498614,B
93,シマウ,仕舞う,動詞-非自立可能,,和,98178,938.4927448,B
715,シミン,市民,名詞-普通名詞-一般,,漢,13113,125.3484015,A
565,ジム,事務,名詞-普通名詞-一般,,漢,16182,154.6852614,A
343,シメス,示す,動詞-一般,,和,24856,237.600844,A
1004,シメル,占める,動詞-一般,,和,9441,90.2474078,A
2599,シメル,締める,動詞-一般,,和,3487,33.3325613,B
1890,シモ,しも,助詞-副助詞,,和,5015,47.9388571,
1662,ジモト,地元,名詞-普通名詞-一般,,混,5685,54.3434502,B
529,シャ,社,名詞-普通名詞-助数詞可能,,漢,17383,166.1657335,A
2009,ジャ,じゃ,助動詞,,和,4688,44.8130333,
1566,シャイン,社員,名詞-普通名詞-一般,,漢,6053,57.8611968,A
173,シャカイ,社会,名詞-普通名詞-一般,,漢,48979,468.194872,A
327,シャシン,写真,名詞-普通名詞-一般,,漢,26592,254.1954315,A
1333,シャチョウ,社長,名詞-普通名詞-一般,,漢,7163,68.4717913,A
2249,シャツ,シャツ,名詞-普通名詞-一般,shirt,外,4128,39.4599406,A
2137,シャベル,喋る,動詞-一般,,和,4385,41.9166278,A
2377,シャリョウ,車両,名詞-普通名詞-一般,,漢,3873,37.0223716,A
893,シュ,種,名詞-普通名詞-助数詞可能,,漢,10733,102.5977574,A
1384,シュ,主,名詞-普通名詞-一般,,漢,6863,65.6040631,A
1910,シュウ,州,名詞-普通名詞-一般,,漢,4972,47.5278161,A
2190,シュウ,週,名詞-普通名詞-助数詞可能,,漢,4249,40.616591,A
33,ジュウ,十,名詞-数詞,,漢,306226,2927.243163,B
463,ジユウ,自由,名詞-普通名詞-形状詞可能,,漢,19427,185.7045219,B
1748,ジュウ,重,名詞-普通名詞-助数詞可能,,漢,5416,51.7720539,
1627,シュウイ,周囲,名詞-普通名詞-一般,,漢,5820,55.6339279,A
1016,シュウカン,週間,名詞-普通名詞-助数詞可能,,漢,9354,89.4157666,A
2304,シュウカン,習慣,名詞-普通名詞-一般,,漢,4023,38.4562357,A
1369,シュウキョウ,宗教,名詞-普通名詞-一般,,漢,6953,66.4643816,A
2503,ジュウギョウ,従業,名詞-普通名詞-一般,,漢,3655,34.9384891,A
2367,ジュウシ,重視,名詞-普通名詞-サ変可能,,漢,3894,37.2231126,B
1412,ジュウジツ,充実,名詞-普通名詞-サ変可能,,漢,6688,63.9312216,A
2530,シュウシュウ,収集,名詞-普通名詞-サ変可能,,漢,3598,34.3936207,
1797,ジュウショ,住所,名詞-普通名詞-一般,,漢,5274,50.4146625,C
2151,シュウショク,就職,名詞-普通名詞-サ変可能,,漢,4351,41.5916186,A
2609,シュウセイ,修正,名詞-普通名詞-サ変可能,,漢,3477,33.2369703,A
679,ジュウタク,住宅,名詞-普通名詞-一般,,漢,13810,132.0110901,B
1349,シュウダン,集団,名詞-普通名詞-一般,,漢,7060,67.4872047,A
1554,シュウチュウ,集中,名詞-普通名詞-サ変可能,,漢,6099,58.3009152,A
1557,シュウニュウ,収入,名詞-普通名詞-一般,,漢,6087,58.186206,A
730,ジュウブン,十分,形状詞-一般,,漢,12937,123.6660009,A
1484,ジュウブン,十分,副詞,,漢,6406,61.2355571,A
1371,シュウヘン,周辺,名詞-普通名詞-一般,,漢,6951,66.4452634,A
971,ジュウミン,住民,名詞-普通名詞-一般,,漢,9741,93.115136,A
383,ジュウヨウ,重要,形状詞-一般,,漢,22629,216.3127414,B
1389,ジュウライ,従来,名詞-普通名詞-副詞可能,,漢,6811,65.1069902,A
1281,シュウリョウ,終了,名詞-普通名詞-サ変可能,,漢,7556,72.2285153,A
449,シュギ,主義,名詞-普通名詞-一般,,漢,19940,190.6083372,A
1864,ジュギョウ,授業,名詞-普通名詞-サ変可能,,漢,5077,48.531521,A
2351,シュザイ,取材,名詞-普通名詞-サ変可能,,漢,3924,37.5098854,A
1651,シュジュツ,手術,名詞-普通名詞-サ変可能,,漢,5738,54.8500822,A
1904,シュショウ,首相,名詞-普通名詞-一般,,漢,4985,47.6520843,A
977,シュジン,主人,名詞-普通名詞-一般,,漢,9669,92.4268813,A
2097,シュタイ,主体,名詞-普通名詞-一般,,漢,4480,42.8247418,A
1571,シュダン,手段,名詞-普通名詞-一般,,漢,6040,57.7369286,A
1169,シュチョウ,主張,名詞-普通名詞-サ変可能,,漢,8265,79.0059131,A
2155,シュツエン,出演,名詞-普通名詞-サ変可能,,漢,4345,41.5342641,B
1873,シュッシン,出身,名詞-普通名詞-一般,,漢,5053,48.3021027,B
2711,シュッセキ,出席,名詞-普通名詞-サ変可能,,漢,3304,31.583247,B
1937,シュッパツ,出発,名詞-普通名詞-サ変可能,,漢,4870,46.5527885,B
1693,シュッパン,出版,名詞-普通名詞-サ変可能,,漢,5585,53.3875408,B
1257,シュッピン,出品,名詞-普通名詞-サ変可能,,漢,7694,73.5476703,B
1352,シュトク,取得,名詞-普通名詞-サ変可能,,漢,7044,67.3342591,A
2611,シュミ,趣味,名詞-普通名詞-一般,,漢,3476,33.2274112,A
1784,シュヨウ,主要,形状詞-一般,,漢,5314,50.7970263,A
1680,ジュヨウ,需要,名詞-普通名詞-一般,,漢,5616,53.6838727,A
759,シュルイ,種類,名詞-普通名詞-一般,,漢,12416,118.6857129,A
1806,ジュン,順,名詞-普通名詞-一般,,漢,5249,50.1756852,A
1652,シュンカン,瞬間,名詞-普通名詞-副詞可能,,漢,5737,54.8405231,A
1024,ジュンビ,準備,名詞-普通名詞-サ変可能,,漢,9297,88.8708982,A
342,シヨウ,使用,名詞-普通名詞-サ変可能,,漢,25103,239.9619403,A
877,ショウ,章,名詞-普通名詞-一般,,漢,10912,104.3088353,B
1538,シヨウ,仕様,名詞-普通名詞-一般,,混,6145,58.7406335,A
1911,ショウ,賞,名詞-普通名詞-一般,,漢,4967,47.4800206,B
206,ジョウ,条,名詞-普通名詞-助数詞可能,,漢,40277,385.0116348,B
633,ショウカイ,紹介,名詞-普通名詞-サ変可能,,漢,14684,140.3657384,B
516,ショウガイ,障害,名詞-普通名詞-サ変可能,,漢,17668,168.8900753,B
2115,ショウガイ,生涯,名詞-普通名詞-副詞可能,,漢,4433,42.3754643,B
1839,ショウガク,小学,名詞-普通名詞-一般,,漢,5158,49.3058076,
303,ジョウキョウ,状況,名詞-普通名詞-一般,,漢,28468,272.1282921,A
2481,ショウグン,将軍,名詞-普通名詞-一般,,漢,3684,35.2157028,B
1953,ショウケン,証券,名詞-普通名詞-一般,,漢,4828,46.1513065,B
614,ジョウケン,条件,名詞-普通名詞-一般,,漢,15075,144.1033442,A
1970,ショウコ,証拠,名詞-普通名詞-一般,,漢,4800,45.8836519,B
1918,ショウサイ,詳細,名詞-普通名詞-形状詞可能,,漢,4933,47.1550114,B
2700,ジョウシキ,常識,名詞-普通名詞-一般,,漢,3321,31.7457516,A
1952,ショウジョ,少女,名詞-普通名詞-一般,,漢,4837,46.2373384,B
2506,ショウショウ,少々,名詞-普通名詞-副詞可能,,漢,3643,34.82378,B
1470,ショウジョウ,症状,名詞-普通名詞-一般,,漢,6459,61.7421891,B
1278,ジョウショウ,上昇,名詞-普通名詞-サ変可能,,漢,7574,72.400579,A
2696,ジョウズ,上手,形状詞-一般,,漢,3331,31.8413426,B
815,ショウズル,生ずる,動詞-一般,,混,11697,111.8127242,A
1433,ショウセツ,小説,名詞-普通名詞-一般,,漢,6597,63.0613441,B
337,ジョウタイ,状態,名詞-普通名詞-一般,,漢,25389,242.6958412,A
2356,ショウチ,承知,名詞-普通名詞-サ変可能,,漢,3915,37.4238536,B
2649,ジョウト,譲渡,名詞-普通名詞-サ変可能,,漢,3417,32.6634247,A
2606,ショウニン,承認,名詞-普通名詞-サ変可能,,漢,3478,33.2465294,A
883,ショウネン,少年,名詞-普通名詞-一般,,漢,10871,103.9169124,B
599,ショウヒ,消費,名詞-普通名詞-サ変可能,,漢,15361,146.8372451,B
559,ショウヒン,商品,名詞-普通名詞-一般,,漢,16367,156.4536938,B
1491,ショウボウ,消防,名詞-普通名詞-一般,,漢,6370,60.8914297,B
214,ジョウホウ,情報,名詞-普通名詞-一般,,漢,39386,376.4944819,A
1445,ショウメイ,証明,名詞-普通名詞-サ変可能,,漢,6564,62.745894,A
2734,ショウメン,正面,名詞-普通名詞-一般,,漢,3282,31.372947,A
1781,ジョウヤク,条約,名詞-普通名詞-一般,,漢,5318,50.8352627,A
2675,ショウユ,醤油,名詞-普通名詞-一般,,漢,3354,32.0612018,B
1031,ショウライ,将来,名詞-普通名詞-副詞可能,,漢,9245,88.3738254,B
2613,ショウリ,勝利,名詞-普通名詞-サ変可能,,漢,3474,33.2082931,B
334,ショウワ,昭和,名詞-固有名詞-一般,,固,25850,247.1025836,B
1983,ショキ,初期,名詞-普通名詞-一般,,漢,4771,45.6064382,A
1487,ショク,食,名詞-普通名詞-助数詞可能,,漢,6384,61.025257,A
2145,ショク,職,名詞-普通名詞-一般,,漢,4358,41.6585323,A
1108,ショクイン,職員,名詞-普通名詞-一般,,漢,8601,82.2177687,A
1709,ショクギョウ,職業,名詞-普通名詞-一般,,漢,5535,52.9095861,A
907,ショクジ,食事,名詞-普通名詞-サ変可能,,漢,10503,100.3991658,A
2215,ショクバ,職場,名詞-普通名詞-一般,,混,4198,40.1290772,A
1658,ショクヒン,食品,名詞-普通名詞-一般,,漢,5710,54.5824276,A
1577,ショクブツ,植物,名詞-普通名詞-一般,,漢,6027,57.6126604,A
1853,ショコク,諸国,名詞-普通名詞-一般,,漢,5103,48.7800574,A
1442,ジョシ,女子,名詞-普通名詞-一般,,漢,6567,62.7745712,A
264,ジョセイ,女性,名詞-普通名詞-一般,,漢,32996,315.4118703,A
2643,ショック,ショック,名詞-普通名詞-形状詞可能,shock,外,3426,32.7494565,A
2213,ショップ,ショップ,名詞-普通名詞-一般,shop,外,4207,40.2151091,
1018,ショトク,所得,名詞-普通名詞-一般,,漢,9339,89.2723802,A
1457,ショブン,処分,名詞-普通名詞-サ変可能,,漢,6509,62.2201438,A
1386,ショユウ,所有,名詞-普通名詞-サ変可能,,漢,6843,65.4128812,A
605,ショリ,処理,名詞-普通名詞-サ変可能,,漢,15204,145.3364674,A
1981,ショルイ,書類,名詞-普通名詞-一般,,漢,4774,45.6351154,A
864,シラベル,調べる,動詞-一般,,和,10975,104.9110582,B
2375,シリーズ,シリーズ,名詞-普通名詞-一般,series,外,3877,37.060608,A
662,シリョウ,資料,名詞-普通名詞-一般,,漢,13989,133.722168,A
139,シル,知る,動詞-一般,,和,64503,616.5902495,A
1983,シルス,記す,動詞-一般,,和,4771,45.6064382,A
2419,ジレイ,事例,名詞-普通名詞-一般,,漢,3794,36.2672032,A
218,シレル,知れる,動詞-一般,,和,39167,374.4010403,A
1053,シロ,白,名詞-普通名詞-一般,,和,9071,86.710543,B
1045,シロイ,白い,形容詞-一般,,和,9135,87.322325,B
2188,シン,真,名詞-普通名詞-一般,,漢,4263,40.7504183,B
2381,シンキ,新規,形状詞-一般,,漢,3861,36.9076625,B
1753,シンギ,審議,名詞-普通名詞-サ変可能,,漢,5400,51.6191084,B
1245,シンケイ,神経,名詞-普通名詞-一般,,漢,7771,74.2837206,A
2782,シンケン,真剣,名詞-普通名詞-形状詞可能,,漢,3206,30.6464558,B
2239,ジンケン,人権,名詞-普通名詞-一般,,漢,4146,39.6320043,A
1877,シンコウ,振興,名詞-普通名詞-サ変可能,,漢,5045,48.22563,B
2243,シンコウ,進行,名詞-普通名詞-サ変可能,,漢,4139,39.5650907,B
2751,シンコウ,信仰,名詞-普通名詞-サ変可能,,漢,3252,31.0861742,B
1071,ジンコウ,人口,名詞-普通名詞-一般,,漢,8928,85.3435925,A
2066,シンコク,申告,名詞-普通名詞-サ変可能,,漢,4554,43.5321147,B
1716,シンサ,審査,名詞-普通名詞-サ変可能,,漢,5514,52.7088451,B
2706,ジンザイ,人材,名詞-普通名詞-一般,,漢,3311,31.6501607,A
2775,ジンジ,人事,名詞-普通名詞-一般,,漢,3222,30.7994013,A
2049,ジンジャ,神社,名詞-普通名詞-一般,,漢,4594,43.9144785,A
927,シンズル,信ずる,動詞-一般,,混,10276,98.2292514,A
1247,シンセイ,申請,名詞-普通名詞-サ変可能,,漢,7760,74.1785706,B
873,ジンセイ,人生,名詞-普通名詞-一般,,漢,10931,104.4904581,A
2750,シンゾウ,心臓,名詞-普通名詞-一般,,漢,3254,31.1052923,A
941,シンタイ,身体,名詞-普通名詞-一般,,漢,10068,96.2409598,B
1918,シンダン,診断,名詞-普通名詞-サ変可能,,漢,4933,47.1550114,B
773,シンパイ,心配,名詞-普通名詞-サ変形状詞可能,,漢,12210,116.7165395,A
1160,ジンブツ,人物,名詞-普通名詞-一般,,漢,8364,79.9522634,A
664,シンブン,新聞,名詞-普通名詞-一般,,漢,13978,133.6170179,B
1996,シンヨウ,信用,名詞-普通名詞-サ変可能,,漢,4733,45.2431926,B
1655,シンライ,信頼,名詞-普通名詞-サ変可能,,漢,5733,54.8022867,B
1831,シンリ,心理,名詞-普通名詞-一般,,漢,5189,49.6021395,B
2218,シンリン,森林,名詞-普通名詞-一般,,漢,4194,40.0908408,B
2453,ジンルイ,人類,名詞-普通名詞-一般,,漢,3721,35.5693893,A
34,ズ,ず,助動詞,,和,288849,2761.134784,
220,ズ,図,名詞-普通名詞-一般,,漢,38903,371.8774395,A
1956,スイ,水,名詞-普通名詞-一般,,漢,4824,46.1130701,A
1697,スイイ,推移,名詞-普通名詞-サ変可能,,漢,5574,53.2823908,A
2660,スイサン,水産,名詞-普通名詞-一般,,漢,3384,32.3479746,A
1691,スイジュン,水準,名詞-普通名詞-一般,,漢,5588,53.4162181,A
571,スイシン,推進,名詞-普通名詞-サ変可能,,漢,15992,152.8690335,A
2038,ズイブン,随分,副詞,,漢,4616,44.1247786,A
497,スウ,数,名詞-普通名詞-一般,,漢,18425,176.1263096,A
522,スウ,数,名詞-数詞,,漢,17520,167.4753294,A
2542,スウ,吸う,動詞-一般,,和,3577,34.1928798,A
1720,スウジ,数字,名詞-普通名詞-一般,,漢,5506,52.6323724,A
2776,スウチ,数値,名詞-普通名詞-一般,,漢,3217,30.7516059,A
2108,スーパー,スーパー,名詞-普通名詞-一般,super,外,4449,42.5284098,
434,スガタ,姿,名詞-普通名詞-一般,,和,20325,194.2885885,B
353,スキ,好き,形状詞-一般,,和,24502,234.2169247,B
294,スギル,過ぎる,動詞-非自立可能,,和,29289,279.9763084,B
316,スグ,直ぐ,副詞,,和,27302,260.9823883,B
340,スクナイ,少ない,形容詞-一般,,和,25175,240.6501951,B
1913,スグレル,優れる,動詞-一般,,和,4942,47.2410433,A
