,rank,lForm,lemma,frequency,pmw,roma,syll,mora,K_acc_A,K_acc_B,wType_和,wType_外,wType_漢,pos_副詞,pos_動詞,pos_名詞,pos_形容詞,len_syll_1,len_syll_2,len_syll_3,len_syll_4,len_syll_5,len_mora_1,len_mora_2,len_mora_3,len_mora_4,len_mora_5,len_mora_6,len_mora_7
761,2238,ゲンチ,現地,4153,39.698918,genchi,"['ゲン', 'チ']","['ゲ', 'ン', 'チ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
762,1312,ケンチク,建築,7328,70.0490419,kenchiku,"['ケン', 'チ', 'ク']","['ケ', 'ン', 'チ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
763,1947,ゲンテイ,限定,4845,46.3138111,gentei,"['ゲン', 'テイ']","['ゲ', 'ン', 'テ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
764,711,ケントウ,検討,13182,126.007979,kentou,"['ケン', 'トウ']","['ケ', 'ン', 'ト', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
766,1684,ケンポウ,憲法,5608,53.6074,kenpou,"['ケン', 'ポウ']","['ケ', 'ン', 'ポ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
768,1057,ケンリ,権利,9032,86.3377383,kenri,"['ケン', 'リ']","['ケ', 'ン', 'リ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
769,2766,ゲンリ,原理,3235,30.9236696,genri,"['ゲン', 'リ']","['ゲ', 'ン', 'リ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
770,2201,ケンリョク,権力,4236,40.4923228,kenryoku,"['ケン', 'リョ', 'ク']","['ケ', 'ン', 'リョ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
772,44,ゴ,五,232128,2218.933405,go,['ゴ'],['ゴ'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
773,408,ゴ,語,21136,202.0410138,go,['ゴ'],['ゴ'],0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
774,879,ゴ,後,10885,104.0507397,go,['ゴ'],['ゴ'],0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
778,373,コウ,項,23379,223.482062,kou,['コウ'],"['コ', 'ウ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
779,331,ゴウ,号,25998,248.5173295,gou,['ゴウ'],"['ゴ', 'ウ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
780,617,コウイ,行為,15031,143.6827441,koui,"['コウ', 'イ']","['コ', 'ウ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
781,2759,ゴウイ,合意,3239,30.9619059,goui,"['ゴウ', 'イ']","['ゴ', 'ウ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
782,963,コウエン,公園,9819,93.8607454,kouen,"['コウ', 'エン']","['コ', 'ウ', 'エ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
783,479,コウカ,効果,19080,182.3875163,kouka,"['コウ', 'カ']","['コ', 'ウ', 'カ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
784,1417,コウカイ,公開,6653,63.5966533,koukai,"['コウ', 'カイ']","['コ', 'ウ', 'カ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
786,1240,コウカン,交換,7793,74.4940207,koukan,"['コウ', 'カン']","['コ', 'ウ', 'カ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
795,2121,コウザ,講座,4414,42.1938415,kouza,"['コウ', 'ザ']","['コ', 'ウ', 'ザ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
796,1247,コウジ,工事,7760,74.1785706,kouji,"['コウ', 'ジ']","['コ', 'ウ', 'ジ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
797,2391,コウジョ,控除,3845,36.754717,koujo,"['コウ', 'ジョ']","['コ', 'ウ', 'ジョ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
798,1727,コウショウ,交渉,5481,52.393395,koushou,"['コウ', 'ショ', 'ウ']","['コ', 'ウ', 'ショ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
799,1286,コウジョウ,向上,7517,71.8557107,koujou,"['コウ', 'ジョ', 'ウ']","['コ', 'ウ', 'ジョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
800,1292,コウジョウ,工場,7439,71.1101013,koujou,"['コウ', 'ジョ', 'ウ']","['コ', 'ウ', 'ジョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
801,2114,コウシン,更新,4434,42.3850234,koushin,"['コウ', 'シン']","['コ', 'ウ', 'シ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
803,819,コウセイ,構成,11681,111.6597787,kousei,"['コウ', 'セイ']","['コ', 'ウ', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
804,1443,コウセイ,厚生,6566,62.7650121,kousei,"['コウ', 'セイ']","['コ', 'ウ', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
805,685,コウゾウ,構造,13708,131.0360625,kouzou,"['コウ', 'ゾウ']","['コ', 'ウ', 'ゾ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
806,2059,コウソク,高速,4573,43.7137375,kousoku,"['コウ', 'ソ', 'ク']","['コ', 'ウ', 'ソ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
807,2508,コウチク,構築,3640,34.7951027,kouchiku,"['コウ', 'チ', 'ク']","['コ', 'ウ', 'チ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
808,684,コウツウ,交通,13732,131.2654808,koutsuu,"['コウ', 'ツウ']","['コ', 'ウ', 'ツ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
811,576,コウドウ,行動,15908,152.0660696,koudou,"['コウ', 'ドウ']","['コ', 'ウ', 'ド', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
812,872,コウニュウ,購入,10934,104.5191354,kounyuu,"['コウ', 'ニュ', 'ウ']","['コ', 'ウ', 'ニュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
813,1912,コウハン,後半,4945,47.2697205,kouhan,"['コウ', 'ハン']","['コ', 'ウ', 'ハ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
814,2134,コウフ,交付,4390,41.9644233,koufu,"['コウ', 'フ']","['コ', 'ウ', 'フ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
816,2549,コウホ,候補,3568,34.1068479,kouho,"['コウ', 'ホ']","['コ', 'ウ', 'ホ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
817,2593,コウム,公務,3493,33.3899158,koumu,"['コウ', 'ム']","['コ', 'ウ', 'ム']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
818,1807,コウモク,項目,5245,50.1374488,koumoku,"['コウ', 'モ', 'ク']","['コ', 'ウ', 'モ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
819,2159,ゴウリ,合理,4343,41.5151459,gouri,"['ゴウ', 'リ']","['ゴ', 'ウ', 'リ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
820,1689,コウリツ,効率,5599,53.5213681,kouritsu,"['コウ', 'リ', 'ツ']","['コ', 'ウ', 'リ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
821,1423,コウリュウ,交流,6632,63.3959124,kouryuu,"['コウ', 'リュ', 'ウ']","['コ', 'ウ', 'リュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
822,2271,コウリョ,考慮,4079,38.991545,kouryo,"['コウ', 'リョ']","['コ', 'ウ', 'リョ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
823,853,コウレイ,高齢,11115,106.2493314,kourei,"['コウ', 'レイ']","['コ', 'ウ', 'レ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
830,2143,コキュウ,呼吸,4359,41.6680914,kokyuu,"['コ', 'キュ', 'ウ']","['コ', 'キュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
832,430,コクサイ,国際,20392,194.9290478,kokusai,"['コ', 'ク', 'サイ']","['コ', 'ク', 'サ', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
833,2429,コクド,国土,3775,36.0855804,kokudo,"['コ', 'ク', 'ド']","['コ', 'ク', 'ド']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
834,1101,コクナイ,国内,8613,82.3324779,kokunai,"['コ', 'ク', 'ナイ']","['コ', 'ク', 'ナ', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
835,409,コクミン,国民,21037,201.0946635,kokumin,"['コ', 'ク', 'ミン']","['コ', 'ク', 'ミ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
836,2727,コクム,国務,3289,31.4398606,kokumu,"['コ', 'ク', 'ム']","['コ', 'ク', 'ム']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
837,2532,コクリツ,国立,3596,34.3745025,kokuritsu,"['コ', 'ク', 'リ', 'ツ']","['コ', 'ク', 'リ', 'ツ']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
840,513,ゴゴ,午後,17890,171.0121942,gogo,"['ゴ', 'ゴ']","['ゴ', 'ゴ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
845,109,ゴジュウ,五十,81259,776.762431,gojuu,"['ゴ', 'ジュ', 'ウ']","['ゴ', 'ジュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
846,514,コジン,個人,17889,171.0026351,kojin,"['コ', 'ジン']","['コ', 'ジ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
848,799,ゴセン,五千,11862,113.3899747,gosen,"['ゴ', 'セン']","['ゴ', 'セ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
849,689,ゴゼン,午前,13637,130.3573668,gozen,"['ゴ', 'ゼン']","['ゴ', 'ゼ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
852,2464,コダイ,古代,3704,35.4068847,kodai,"['コ', 'ダイ']","['コ', 'ダ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
856,758,コッカ,国家,12427,118.7908629,kokka,"['コッ', 'カ']","['コ', 'ッ', 'カ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
857,1894,コッカイ,国会,5010,47.8910617,kokkai,"['コッ', 'カイ']","['コ', 'ッ', 'カ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
858,1729,コテイ,固定,5480,52.3838359,kotei,"['コ', 'テイ']","['コ', 'テ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
868,1699,ゴハン,御飯,5570,53.2441544,gohan,"['ゴ', 'ハン']","['ゴ', 'ハ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
870,341,ゴヒャク,五百,25106,239.9906176,gohyaku,"['ゴ', 'ヒャ', 'ク']","['ゴ', 'ヒャ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
871,2567,コベツ,個別,3531,33.7531614,kobetsu,"['コ', 'ベ', 'ツ']","['コ', 'ベ', 'ツ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
876,2160,ゴメン,御免,4340,41.4864686,gomen,"['ゴ', 'メン']","['ゴ', 'メ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
879,1327,コヨウ,雇用,7223,69.045337,koyou,"['コ', 'ヨウ']","['コ', 'ヨ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
880,2181,ゴラン,御覧,4283,40.9416002,goran,"['ゴ', 'ラン']","['ゴ', 'ラ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
886,560,コンカイ,今回,16293,155.7463209,konkai,"['コン', 'カイ']","['コ', 'ン', 'カ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
887,2699,コンキョ,根拠,3322,31.7553107,konkyo,"['コン', 'キョ']","['コ', 'ン', 'キョ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
888,637,コンゴ,今後,14606,139.6201291,kongo,"['コン', 'ゴ']","['コ', 'ン', 'ゴ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
889,762,コンド,今度,12405,118.5805628,kondo,"['コン', 'ド']","['コ', 'ン', 'ド']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
892,1392,コンナン,困難,6803,65.0305175,konnan,"['コン', 'ナン']","['コ', 'ン', 'ナ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
893,2458,コンニチ,今日,3718,35.540712,konnichi,"['コン', 'ニ', 'チ']","['コ', 'ン', 'ニ', 'チ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
895,2799,コンヤ,今夜,3172,30.3214466,konya,"['コン', 'ヤ']","['コ', 'ン', 'ヤ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
897,1115,サ,差,8571,81.9309959,sa,['サ'],['サ'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
900,655,サイ,際,14224,135.9685551,sai,['サイ'],"['サ', 'イ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
901,1166,サイガイ,災害,8297,79.3118041,saigai,"['サイ', 'ガイ']","['サ', 'イ', 'ガ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
902,405,サイキン,最近,21299,203.5991462,saikin,"['サイ', 'キン']","['サ', 'イ', 'キ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
903,1564,サイケン,債権,6055,57.880315,saiken,"['サイ', 'ケン']","['サ', 'イ', 'ケ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
904,472,サイゴ,最後,19246,183.9743259,saigo,"['サイ', 'ゴ']","['サ', 'イ', 'ゴ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
905,919,サイコウ,最高,10367,99.099129,saikou,"['サイ', 'コウ']","['サ', 'イ', 'コ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
906,1438,ザイサン,財産,6586,62.956194,zaisan,"['ザイ', 'サン']","['ザ', 'イ', 'サ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
907,1181,サイシュウ,最終,8152,77.9257355,saishuu,"['サイ', 'シュ', 'ウ']","['サ', 'イ', 'シュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
908,437,サイショ,最初,20240,193.4760655,saisho,"['サイ', 'ショ']","['サ', 'イ', 'ショ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
910,1624,サイセイ,再生,5828,55.7104007,saisei,"['サイ', 'セイ']","['サ', 'イ', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
911,1188,ザイセイ,財政,8122,77.6389626,zaisei,"['ザイ', 'セイ']","['ザ', 'イ', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
912,1059,サイダイ,最大,9015,86.1752337,saidai,"['サイ', 'ダイ']","['サ', 'イ', 'ダ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
913,2219,サイテイ,最低,4193,40.0812817,saitei,"['サイ', 'テイ']","['サ', 'イ', 'テ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
915,757,サイバン,裁判,12440,118.9151311,saiban,"['サイ', 'バン']","['サ', 'イ', 'バ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
916,1095,サイボウ,細胞,8709,83.2501509,saibou,"['サイ', 'ボウ']","['サ', 'イ', 'ボ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
917,1578,サイム,債務,6024,57.5839831,saimu,"['サイ', 'ム']","['サ', 'イ', 'ム']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
918,1462,サイヨウ,採用,6496,62.0958756,saiyou,"['サイ', 'ヨウ']","['サ', 'イ', 'ヨ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
919,1076,ザイリョウ,材料,8892,84.9994651,zairyou,"['ザイ', 'リョ', 'ウ']","['ザ', 'イ', 'リョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
926,697,サギョウ,作業,13458,128.646289,sagyou,"['サ', 'ギョ', 'ウ']","['サ', 'ギョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
928,2311,サク,策,4014,38.3702039,saku,"['サ', 'ク']","['サ', 'ク']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
929,2724,サクゲン,削減,3292,31.4685379,sakugen,"['サ', 'ク', 'ゲン']","['サ', 'ク', 'ゲ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
930,1812,サクジョ,削除,5237,50.060976,sakujo,"['サ', 'ク', 'ジョ']","['サ', 'ク', 'ジョ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
931,749,サクセイ,作成,12525,119.7276541,sakusei,"['サ', 'ク', 'セイ']","['サ', 'ク', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
932,2618,サクセン,作戦,3464,33.1127021,sakusen,"['サ', 'ク', 'セン']","['サ', 'ク', 'セ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
934,1506,サクネン,昨年,6312,60.3370022,sakunen,"['サ', 'ク', 'ネン']","['サ', 'ク', 'ネ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
935,566,サクヒン,作品,16098,153.8822975,sakuhin,"['サ', 'ク', 'ヒン']","['サ', 'ク', 'ヒ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
947,931,サツエイ,撮影,10234,97.8277695,satsuei,"['サ', 'ツ', 'エイ']","['サ', 'ツ', 'エ', 'イ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
948,1993,サッカ,作家,4741,45.3196653,sakka,"['サッ', 'カ']","['サ', 'ッ', 'カ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
950,1615,ザッシ,雑誌,5876,56.1692372,zasshi,"['ザッ', 'シ']","['ザ', 'ッ', 'シ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
951,2494,サツジン,殺人,3664,35.0245209,satsujin,"['サ', 'ツ', 'ジン']","['サ', 'ツ', 'ジ', 'ン']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
954,2816,サトウ,砂糖,3158,30.1876193,satou,"['サ', 'トウ']","['サ', 'ト', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
956,2406,サベツ,差別,3813,36.448826,sabetsu,"['サ', 'ベ', 'ツ']","['サ', 'ベ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
959,1892,サユウ,左右,5013,47.9197389,sayuu,"['サ', 'ユウ']","['サ', 'ユ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
960,1400,サヨウ,作用,6782,64.8297765,sayou,"['サ', 'ヨウ']","['サ', 'ヨ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
964,32,サン,三,312292,2985.228628,san,['サン'],"['サ', 'ン']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
965,396,サンカ,参加,21872,209.0765071,sanka,"['サン', 'カ']","['サ', 'ン', 'カ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
966,588,サンギョウ,産業,15659,149.6858552,sangyou,"['サン', 'ギョ', 'ウ']","['サ', 'ン', 'ギョ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
967,930,サンコウ,参考,10241,97.8946831,sankou,"['サン', 'コウ']","['サ', 'ン', 'コ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
968,89,サンジュウ,三十,105909,1012.394102,sanjuu,"['サン', 'ジュ', 'ウ']","['サ', 'ン', 'ジュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
969,961,サンショウ,参照,9843,94.0901637,sanshou,"['サン', 'ショ', 'ウ']","['サ', 'ン', 'ショ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
970,675,サンゼン,三千,13847,132.3647766,sanzen,"['サン', 'ゼン']","['サ', 'ン', 'ゼ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
972,368,サンビャク,三百,23594,225.5372672,sanbyaku,"['サン', 'ビャ', 'ク']","['サ', 'ン', 'ビャ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
973,2731,サンポ,散歩,3283,31.3825061,sanpo,"['サン', 'ポ']","['サ', 'ン', 'ポ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
975,168,シ,市,50766,485.2769733,shi,['シ'],['シ'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
976,673,シ,四,13871,132.5941949,shi,['シ'],['シ'],0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
977,943,シ,死,10055,96.1166916,shi,['シ'],['シ'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
978,2168,シ,詩,4321,41.3048458,shi,['シ'],['シ'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
980,1508,ジ,字,6294,60.1649385,ji,['ジ'],['ジ'],0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
987,2328,ジエイ,自衛,3963,37.8826901,jiei,"['ジ', 'エイ']","['ジ', 'エ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
988,720,シエン,支援,13071,124.9469195,shien,"['シ', 'エン']","['シ', 'エ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
991,1556,シカク,資格,6093,58.2435606,shikaku,"['シ', 'カ', 'ク']","['シ', 'カ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
994,134,ジカン,時間,67857,648.6514513,jikan,"['ジ', 'カン']","['ジ', 'カ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
995,546,シキ,式,16686,159.5030449,shiki,"['シ', 'キ']","['シ', 'キ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
996,2778,シキ,指揮,3215,30.7324877,shiki,"['シ', 'キ']","['シ', 'キ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
997,680,ジキ,時期,13807,131.9824128,jiki,"['ジ', 'キ']","['ジ', 'キ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
998,2300,シキュウ,支給,4025,38.4753539,shikyuu,"['シ', 'キュ', 'ウ']","['シ', 'キュ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
999,179,ジギョウ,事業,46516,444.6508232,jigyou,"['ジ', 'ギョ', 'ウ']","['ジ', 'ギョ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1000,847,シキン,資金,11181,106.8802316,shikin,"['シ', 'キン']","['シ', 'キ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1002,2056,シゲキ,刺激,4577,43.7519739,shigeki,"['シ', 'ゲ', 'キ']","['シ', 'ゲ', 'キ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1003,1013,シケン,試験,9387,89.7312167,shiken,"['シ', 'ケン']","['シ', 'ケ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1004,1472,シゲン,資源,6455,61.7039527,shigen,"['シ', 'ゲン']","['シ', 'ゲ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1005,407,ジケン,事件,21188,202.5380867,jiken,"['ジ', 'ケン']","['ジ', 'ケ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1006,724,ジコ,自己,13019,124.4498466,jiko,"['ジ', 'コ']","['ジ', 'コ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1007,821,ジコ,事故,11643,111.2965331,jiko,"['ジ', 'コ']","['ジ', 'コ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
