,rank,lForm,lemma,pos,wType,frequency,pmw,K_acc,len_syll,len_mora,roma,syll,mora
1016,607,ジジツ,事実,名詞,漢,15163,144.9445445,A,3,3,jijitsu,"['ジ', 'ジ', 'ツ']","['ジ', 'ジ', 'ツ']"
1017,2653,ジシュ,自主,名詞,漢,3404,32.5391565,A,2,2,jishu,"['ジ', 'シュ']","['ジ', 'シュ']"
1018,2527,シシュツ,支出,名詞,漢,3600,34.4127389,A,3,3,shishutsu,"['シ', 'シュ', 'ツ']","['シ', 'シュ', 'ツ']"
1019,639,シジョウ,市場,名詞,漢,14535,138.9414334,A,3,3,shijou,"['シ', 'ジョ', 'ウ']","['シ', 'ジョ', 'ウ']"
1020,1277,ジジョウ,事情,名詞,漢,7576,72.4196972,A,3,3,jijou,"['ジ', 'ジョ', 'ウ']","['ジ', 'ジョ', 'ウ']"
1021,542,ジシン,自身,名詞,漢,16906,161.6060456,A,2,3,jishin,"['ジ', 'シン']","['ジ', 'シ', 'ン']"
1022,1524,ジシン,地震,名詞,漢,6205,59.3141792,B,2,3,jishin,"['ジ', 'シン']","['ジ', 'シ', 'ン']"
1023,1815,ジシン,自信,名詞,漢,5233,50.0227397,A,2,3,jishin,"['ジ', 'シン']","['ジ', 'シ', 'ン']"
1026,1572,シセイ,姿勢,名詞,漢,6039,57.7273695,A,2,3,shisei,"['シ', 'セイ']","['シ', 'セ', 'イ']"
1027,385,シセツ,施設,名詞,漢,22562,215.6722821,A,3,3,shisetsu,"['シ', 'セ', 'ツ']","['シ', 'セ', 'ツ']"
1028,2073,シセン,視線,名詞,漢,4541,43.4078465,A,2,3,shisen,"['シ', 'セン']","['シ', 'セ', 'ン']"
1029,519,シゼン,自然,名詞,漢,17549,167.7525431,A,2,3,shizen,"['シ', 'ゼン']","['シ', 'ゼ', 'ン']"
1031,2415,ジゼン,事前,名詞,漢,3800,36.3245577,A,2,3,jizen,"['ジ', 'ゼン']","['ジ', 'ゼ', 'ン']"
1032,1476,シソウ,思想,名詞,漢,6442,61.5796845,A,2,3,shisou,"['シ', 'ソウ']","['シ', 'ソ', 'ウ']"
1034,1110,シダイ,次第,名詞,漢,8594,82.1508551,A,2,3,shidai,"['シ', 'ダイ']","['シ', 'ダ', 'イ']"
1035,1243,ジタイ,自体,名詞,漢,7787,74.4366661,A,2,3,jitai,"['ジ', 'タイ']","['ジ', 'タ', 'イ']"
1036,1767,ジタイ,事態,名詞,漢,5353,51.1698309,A,2,3,jitai,"['ジ', 'タイ']","['ジ', 'タ', 'イ']"
1037,244,ジダイ,時代,名詞,漢,35357,337.9808916,A,2,3,jidai,"['ジ', 'ダイ']","['ジ', 'ダ', 'イ']"
1039,2051,ジタク,自宅,名詞,漢,4585,43.8284466,A,3,3,jitaku,"['ジ', 'タ', 'ク']","['ジ', 'タ', 'ク']"
1040,518,シチ,七,名詞,漢,17558,167.838575,A,2,2,shichi,"['シ', 'チ']","['シ', 'チ']"
1041,1241,ジチ,自治,名詞,漢,7791,74.4749025,A,2,2,jichi,"['ジ', 'チ']","['ジ', 'チ']"
1042,446,ジツ,実,名詞,漢,20021,191.3826238,B,2,2,jitsu,"['ジ', 'ツ']","['ジ', 'ツ']"
1043,2800,ジッカ,実家,名詞,漢,3171,30.3118875,B,2,3,jikka,"['ジッ', 'カ']","['ジ', 'ッ', 'カ']"
1045,1396,ジッケン,実験,名詞,漢,6793,64.9349265,B,2,4,jikken,"['ジッ', 'ケン']","['ジ', 'ッ', 'ケ', 'ン']"
1046,1035,ジツゲン,実現,名詞,漢,9197,87.9149888,B,3,4,jitsugen,"['ジ', 'ツ', 'ゲン']","['ジ', 'ツ', 'ゲ', 'ン']"
1047,1776,シッコウ,執行,名詞,漢,5328,50.9308536,B,2,4,shikkou,"['シッ', 'コウ']","['シ', 'ッ', 'コ', 'ウ']"
1048,1402,ジッコウ,実行,名詞,漢,6767,64.6863901,B,2,4,jikkou,"['ジッ', 'コウ']","['ジ', 'ッ', 'コ', 'ウ']"
1049,438,ジッサイ,実際,名詞,漢,20238,193.4569473,B,2,4,jissai,"['ジッ', 'サイ']","['ジ', 'ッ', 'サ', 'イ']"
1050,380,ジッシ,実施,名詞,漢,22871,218.6260421,B,2,3,jisshi,"['ジッ', 'シ']","['ジ', 'ッ', 'シ']"
1051,2294,ジッシツ,実質,名詞,漢,4042,38.6378585,B,3,4,jisshitsu,"['ジッ', 'シ', 'ツ']","['ジ', 'ッ', 'シ', 'ツ']"
1052,2245,ジッセン,実践,名詞,漢,4138,39.5555316,B,2,4,jissen,"['ジッ', 'セン']","['ジ', 'ッ', 'セ', 'ン']"
1053,1889,ジッタイ,実態,名詞,漢,5018,47.9675344,B,2,4,jittai,"['ジッ', 'タイ']","['ジ', 'ッ', 'タ', 'イ']"
1055,1543,シッパイ,失敗,名詞,漢,6124,58.5398925,B,2,4,shippai,"['シッ', 'パイ']","['シ', 'ッ', 'パ', 'イ']"
1056,372,シツモン,質問,名詞,漢,23407,223.7497166,B,3,4,shitsumon,"['シ', 'ツ', 'モン']","['シ', 'ツ', 'モ', 'ン']"
1057,722,シテイ,指定,名詞,漢,13030,124.5549967,A,2,3,shitei,"['シ', 'テイ']","['シ', 'テ', 'イ']"
1058,900,シテキ,指摘,名詞,漢,10614,101.4602252,A,3,3,shiteki,"['シ', 'テ', 'キ']","['シ', 'テ', 'キ']"
1061,1875,ジテン,自転,名詞,漢,5049,48.2638663,A,2,3,jiten,"['ジ', 'テン']","['ジ', 'テ', 'ン']"
1062,536,シドウ,指導,名詞,漢,17095,163.4127144,A,2,3,shidou,"['シ', 'ドウ']","['シ', 'ド', 'ウ']"
1063,580,ジドウ,自動,名詞,漢,15808,151.1101602,A,2,3,jidou,"['ジ', 'ドウ']","['ジ', 'ド', 'ウ']"
1064,1219,ジドウ,児童,名詞,漢,7936,75.8609711,A,2,3,jidou,"['ジ', 'ドウ']","['ジ', 'ド', 'ウ']"
1066,1218,シハイ,支配,名詞,漢,7937,75.8705302,A,2,3,shihai,"['シ', 'ハイ']","['シ', 'ハ', 'イ']"
1071,87,ジブン,自分,名詞,漢,111079,1061.814618,B,2,3,jibun,"['ジ', 'ブン']","['ジ', 'ブ', 'ン']"
1072,2009,シボウ,死亡,名詞,漢,4688,44.8130333,A,2,3,shibou,"['シ', 'ボウ']","['シ', 'ボ', 'ウ']"
1073,2691,シボウ,脂肪,名詞,漢,3340,31.9273744,A,2,3,shibou,"['シ', 'ボウ']","['シ', 'ボ', 'ウ']"
1074,1046,シホン,資本,名詞,漢,9118,87.1598204,A,2,3,shihon,"['シ', 'ホン']","['シ', 'ホ', 'ン']"
1077,715,シミン,市民,名詞,漢,13113,125.3484015,A,2,3,shimin,"['シ', 'ミン']","['シ', 'ミ', 'ン']"
1078,565,ジム,事務,名詞,漢,16182,154.6852614,A,2,2,jimu,"['ジ', 'ム']","['ジ', 'ム']"
1084,529,シャ,社,名詞,漢,17383,166.1657335,A,1,1,sha,['シャ'],['シャ']
1086,1566,シャイン,社員,名詞,漢,6053,57.8611968,A,2,3,shain,"['シャ', 'イン']","['シャ', 'イ', 'ン']"
1087,173,シャカイ,社会,名詞,漢,48979,468.194872,A,2,3,shakai,"['シャ', 'カイ']","['シャ', 'カ', 'イ']"
1088,327,シャシン,写真,名詞,漢,26592,254.1954315,A,2,3,shashin,"['シャ', 'シン']","['シャ', 'シ', 'ン']"
1089,1333,シャチョウ,社長,名詞,漢,7163,68.4717913,A,3,3,shachou,"['シャ', 'チョ', 'ウ']","['シャ', 'チョ', 'ウ']"
1092,2377,シャリョウ,車両,名詞,漢,3873,37.0223716,A,3,3,sharyou,"['シャ', 'リョ', 'ウ']","['シャ', 'リョ', 'ウ']"
1093,893,シュ,種,名詞,漢,10733,102.5977574,A,1,1,shu,['シュ'],['シュ']
1094,1384,シュ,主,名詞,漢,6863,65.6040631,A,1,1,shu,['シュ'],['シュ']
1095,1910,シュウ,州,名詞,漢,4972,47.5278161,A,2,2,shuu,"['シュ', 'ウ']","['シュ', 'ウ']"
1096,2190,シュウ,週,名詞,漢,4249,40.616591,A,2,2,shuu,"['シュ', 'ウ']","['シュ', 'ウ']"
1097,33,ジュウ,十,名詞,漢,306226,2927.243163,B,2,2,juu,"['ジュ', 'ウ']","['ジュ', 'ウ']"
1098,463,ジユウ,自由,名詞,漢,19427,185.7045219,B,2,3,jiyuu,"['ジ', 'ユウ']","['ジ', 'ユ', 'ウ']"
1100,1627,シュウイ,周囲,名詞,漢,5820,55.6339279,A,3,3,shuui,"['シュ', 'ウ', 'イ']","['シュ', 'ウ', 'イ']"
1101,1016,シュウカン,週間,名詞,漢,9354,89.4157666,A,3,4,shuukan,"['シュ', 'ウ', 'カン']","['シュ', 'ウ', 'カ', 'ン']"
1102,2304,シュウカン,習慣,名詞,漢,4023,38.4562357,A,3,4,shuukan,"['シュ', 'ウ', 'カン']","['シュ', 'ウ', 'カ', 'ン']"
1103,1369,シュウキョウ,宗教,名詞,漢,6953,66.4643816,A,4,4,shuukyou,"['シュ', 'ウ', 'キョ', 'ウ']","['シュ', 'ウ', 'キョ', 'ウ']"
1104,2503,ジュウギョウ,従業,名詞,漢,3655,34.9384891,A,4,4,juugyou,"['ジュ', 'ウ', 'ギョ', 'ウ']","['ジュ', 'ウ', 'ギョ', 'ウ']"
1105,2367,ジュウシ,重視,名詞,漢,3894,37.2231126,B,3,3,juushi,"['ジュ', 'ウ', 'シ']","['ジュ', 'ウ', 'シ']"
1106,1412,ジュウジツ,充実,名詞,漢,6688,63.9312216,A,4,4,juujitsu,"['ジュ', 'ウ', 'ジ', 'ツ']","['ジュ', 'ウ', 'ジ', 'ツ']"
1109,2151,シュウショク,就職,名詞,漢,4351,41.5916186,A,4,4,shuushoku,"['シュ', 'ウ', 'ショ', 'ク']","['シュ', 'ウ', 'ショ', 'ク']"
1110,2609,シュウセイ,修正,名詞,漢,3477,33.2369703,A,3,4,shuusei,"['シュ', 'ウ', 'セイ']","['シュ', 'ウ', 'セ', 'イ']"
1111,679,ジュウタク,住宅,名詞,漢,13810,132.0110901,B,4,4,juutaku,"['ジュ', 'ウ', 'タ', 'ク']","['ジュ', 'ウ', 'タ', 'ク']"
1112,1349,シュウダン,集団,名詞,漢,7060,67.4872047,A,3,4,shuudan,"['シュ', 'ウ', 'ダン']","['シュ', 'ウ', 'ダ', 'ン']"
1113,1554,シュウチュウ,集中,名詞,漢,6099,58.3009152,A,4,4,shuuchuu,"['シュ', 'ウ', 'チュ', 'ウ']","['シュ', 'ウ', 'チュ', 'ウ']"
1114,1557,シュウニュウ,収入,名詞,漢,6087,58.186206,A,4,4,shuunyuu,"['シュ', 'ウ', 'ニュ', 'ウ']","['シュ', 'ウ', 'ニュ', 'ウ']"
1117,1371,シュウヘン,周辺,名詞,漢,6951,66.4452634,A,3,4,shuuhen,"['シュ', 'ウ', 'ヘン']","['シュ', 'ウ', 'ヘ', 'ン']"
1118,971,ジュウミン,住民,名詞,漢,9741,93.115136,A,3,4,juumin,"['ジュ', 'ウ', 'ミン']","['ジュ', 'ウ', 'ミ', 'ン']"
1120,1389,ジュウライ,従来,名詞,漢,6811,65.1069902,A,3,4,juurai,"['ジュ', 'ウ', 'ライ']","['ジュ', 'ウ', 'ラ', 'イ']"
1121,1281,シュウリョウ,終了,名詞,漢,7556,72.2285153,A,4,4,shuuryou,"['シュ', 'ウ', 'リョ', 'ウ']","['シュ', 'ウ', 'リョ', 'ウ']"
1122,449,シュギ,主義,名詞,漢,19940,190.6083372,A,2,2,shugi,"['シュ', 'ギ']","['シュ', 'ギ']"
1123,1864,ジュギョウ,授業,名詞,漢,5077,48.531521,A,3,3,jugyou,"['ジュ', 'ギョ', 'ウ']","['ジュ', 'ギョ', 'ウ']"
1124,2351,シュザイ,取材,名詞,漢,3924,37.5098854,A,2,3,shuzai,"['シュ', 'ザイ']","['シュ', 'ザ', 'イ']"
1125,1651,シュジュツ,手術,名詞,漢,5738,54.8500822,A,3,3,shujutsu,"['シュ', 'ジュ', 'ツ']","['シュ', 'ジュ', 'ツ']"
1126,1904,シュショウ,首相,名詞,漢,4985,47.6520843,A,3,3,shushou,"['シュ', 'ショ', 'ウ']","['シュ', 'ショ', 'ウ']"
1127,977,シュジン,主人,名詞,漢,9669,92.4268813,A,2,3,shujin,"['シュ', 'ジン']","['シュ', 'ジ', 'ン']"
1128,2097,シュタイ,主体,名詞,漢,4480,42.8247418,A,2,3,shutai,"['シュ', 'タイ']","['シュ', 'タ', 'イ']"
1129,1571,シュダン,手段,名詞,漢,6040,57.7369286,A,2,3,shudan,"['シュ', 'ダン']","['シュ', 'ダ', 'ン']"
1130,1169,シュチョウ,主張,名詞,漢,8265,79.0059131,A,3,3,shuchou,"['シュ', 'チョ', 'ウ']","['シュ', 'チョ', 'ウ']"
1131,2155,シュツエン,出演,名詞,漢,4345,41.5342641,B,3,4,shutsuen,"['シュ', 'ツ', 'エン']","['シュ', 'ツ', 'エ', 'ン']"
1132,1873,シュッシン,出身,名詞,漢,5053,48.3021027,B,2,4,shusshin,"['シュッ', 'シン']","['シュ', 'ッ', 'シ', 'ン']"
1133,2711,シュッセキ,出席,名詞,漢,3304,31.583247,B,3,4,shusseki,"['シュッ', 'セ', 'キ']","['シュ', 'ッ', 'セ', 'キ']"
1134,1937,シュッパツ,出発,名詞,漢,4870,46.5527885,B,3,4,shuppatsu,"['シュッ', 'パ', 'ツ']","['シュ', 'ッ', 'パ', 'ツ']"
1135,1693,シュッパン,出版,名詞,漢,5585,53.3875408,B,2,4,shuppan,"['シュッ', 'パン']","['シュ', 'ッ', 'パ', 'ン']"
1136,1257,シュッピン,出品,名詞,漢,7694,73.5476703,B,2,4,shuppin,"['シュッ', 'ピン']","['シュ', 'ッ', 'ピ', 'ン']"
1137,1352,シュトク,取得,名詞,漢,7044,67.3342591,A,3,3,shutoku,"['シュ', 'ト', 'ク']","['シュ', 'ト', 'ク']"
1138,2611,シュミ,趣味,名詞,漢,3476,33.2274112,A,2,2,shumi,"['シュ', 'ミ']","['シュ', 'ミ']"
1140,1680,ジュヨウ,需要,名詞,漢,5616,53.6838727,A,2,3,juyou,"['ジュ', 'ヨウ']","['ジュ', 'ヨ', 'ウ']"
1141,759,シュルイ,種類,名詞,漢,12416,118.6857129,A,3,3,shurui,"['シュ', 'ル', 'イ']","['シュ', 'ル', 'イ']"
1142,1806,ジュン,順,名詞,漢,5249,50.1756852,A,1,2,jun,['ジュン'],"['ジュ', 'ン']"
1143,1652,シュンカン,瞬間,名詞,漢,5737,54.8405231,A,2,4,shunkan,"['シュン', 'カン']","['シュ', 'ン', 'カ', 'ン']"
1144,1024,ジュンビ,準備,名詞,漢,9297,88.8708982,A,2,3,junbi,"['ジュン', 'ビ']","['ジュ', 'ン', 'ビ']"
1145,342,シヨウ,使用,名詞,漢,25103,239.9619403,A,2,3,shiyou,"['シ', 'ヨウ']","['シ', 'ヨ', 'ウ']"
1146,877,ショウ,章,名詞,漢,10912,104.3088353,B,2,2,shou,"['ショ', 'ウ']","['ショ', 'ウ']"
1148,1911,ショウ,賞,名詞,漢,4967,47.4800206,B,2,2,shou,"['ショ', 'ウ']","['ショ', 'ウ']"
1149,206,ジョウ,条,名詞,漢,40277,385.0116348,B,2,2,jou,"['ジョ', 'ウ']","['ジョ', 'ウ']"
1150,633,ショウカイ,紹介,名詞,漢,14684,140.3657384,B,3,4,shoukai,"['ショ', 'ウ', 'カイ']","['ショ', 'ウ', 'カ', 'イ']"
1151,516,ショウガイ,障害,名詞,漢,17668,168.8900753,B,3,4,shougai,"['ショ', 'ウ', 'ガイ']","['ショ', 'ウ', 'ガ', 'イ']"
1152,2115,ショウガイ,生涯,名詞,漢,4433,42.3754643,B,3,4,shougai,"['ショ', 'ウ', 'ガイ']","['ショ', 'ウ', 'ガ', 'イ']"
1154,303,ジョウキョウ,状況,名詞,漢,28468,272.1282921,A,4,4,joukyou,"['ジョ', 'ウ', 'キョ', 'ウ']","['ジョ', 'ウ', 'キョ', 'ウ']"
1155,2481,ショウグン,将軍,名詞,漢,3684,35.2157028,B,3,4,shougun,"['ショ', 'ウ', 'グン']","['ショ', 'ウ', 'グ', 'ン']"
1156,1953,ショウケン,証券,名詞,漢,4828,46.1513065,B,3,4,shouken,"['ショ', 'ウ', 'ケン']","['ショ', 'ウ', 'ケ', 'ン']"
1157,614,ジョウケン,条件,名詞,漢,15075,144.1033442,A,3,4,jouken,"['ジョ', 'ウ', 'ケン']","['ジョ', 'ウ', 'ケ', 'ン']"
1158,1970,ショウコ,証拠,名詞,漢,4800,45.8836519,B,3,3,shouko,"['ショ', 'ウ', 'コ']","['ショ', 'ウ', 'コ']"
1159,1918,ショウサイ,詳細,名詞,漢,4933,47.1550114,B,3,4,shousai,"['ショ', 'ウ', 'サイ']","['ショ', 'ウ', 'サ', 'イ']"
1160,2700,ジョウシキ,常識,名詞,漢,3321,31.7457516,A,4,4,joushiki,"['ジョ', 'ウ', 'シ', 'キ']","['ジョ', 'ウ', 'シ', 'キ']"
1161,1952,ショウジョ,少女,名詞,漢,4837,46.2373384,B,3,3,shoujo,"['ショ', 'ウ', 'ジョ']","['ショ', 'ウ', 'ジョ']"
1162,2506,ショウショウ,少々,名詞,漢,3643,34.82378,B,4,4,shoushou,"['ショ', 'ウ', 'ショ', 'ウ']","['ショ', 'ウ', 'ショ', 'ウ']"
1163,1470,ショウジョウ,症状,名詞,漢,6459,61.7421891,B,4,4,shoujou,"['ショ', 'ウ', 'ジョ', 'ウ']","['ショ', 'ウ', 'ジョ', 'ウ']"
1164,1278,ジョウショウ,上昇,名詞,漢,7574,72.400579,A,4,4,joushou,"['ジョ', 'ウ', 'ショ', 'ウ']","['ジョ', 'ウ', 'ショ', 'ウ']"
1167,1433,ショウセツ,小説,名詞,漢,6597,63.0613441,B,4,4,shousetsu,"['ショ', 'ウ', 'セ', 'ツ']","['ショ', 'ウ', 'セ', 'ツ']"
1168,337,ジョウタイ,状態,名詞,漢,25389,242.6958412,A,3,4,joutai,"['ジョ', 'ウ', 'タイ']","['ジョ', 'ウ', 'タ', 'イ']"
1169,2356,ショウチ,承知,名詞,漢,3915,37.4238536,B,3,3,shouchi,"['ショ', 'ウ', 'チ']","['ショ', 'ウ', 'チ']"
1170,2649,ジョウト,譲渡,名詞,漢,3417,32.6634247,A,3,3,jouto,"['ジョ', 'ウ', 'ト']","['ジョ', 'ウ', 'ト']"
1171,2606,ショウニン,承認,名詞,漢,3478,33.2465294,A,3,4,shounin,"['ショ', 'ウ', 'ニン']","['ショ', 'ウ', 'ニ', 'ン']"
1172,883,ショウネン,少年,名詞,漢,10871,103.9169124,B,3,4,shounen,"['ショ', 'ウ', 'ネン']","['ショ', 'ウ', 'ネ', 'ン']"
1173,599,ショウヒ,消費,名詞,漢,15361,146.8372451,B,3,3,shouhi,"['ショ', 'ウ', 'ヒ']","['ショ', 'ウ', 'ヒ']"
1174,559,ショウヒン,商品,名詞,漢,16367,156.4536938,B,3,4,shouhin,"['ショ', 'ウ', 'ヒン']","['ショ', 'ウ', 'ヒ', 'ン']"
1175,1491,ショウボウ,消防,名詞,漢,6370,60.8914297,B,3,4,shoubou,"['ショ', 'ウ', 'ボウ']","['ショ', 'ウ', 'ボ', 'ウ']"
1176,214,ジョウホウ,情報,名詞,漢,39386,376.4944819,A,3,4,jouhou,"['ジョ', 'ウ', 'ホウ']","['ジョ', 'ウ', 'ホ', 'ウ']"
1177,1445,ショウメイ,証明,名詞,漢,6564,62.745894,A,3,4,shoumei,"['ショ', 'ウ', 'メイ']","['ショ', 'ウ', 'メ', 'イ']"
1178,2734,ショウメン,正面,名詞,漢,3282,31.372947,A,3,4,shoumen,"['ショ', 'ウ', 'メン']","['ショ', 'ウ', 'メ', 'ン']"
1179,1781,ジョウヤク,条約,名詞,漢,5318,50.8352627,A,4,4,jouyaku,"['ジョ', 'ウ', 'ヤ', 'ク']","['ジョ', 'ウ', 'ヤ', 'ク']"
1180,2675,ショウユ,醤油,名詞,漢,3354,32.0612018,B,3,3,shouyu,"['ショ', 'ウ', 'ユ']","['ショ', 'ウ', 'ユ']"
1181,1031,ショウライ,将来,名詞,漢,9245,88.3738254,B,3,4,shourai,"['ショ', 'ウ', 'ライ']","['ショ', 'ウ', 'ラ', 'イ']"
1182,2613,ショウリ,勝利,名詞,漢,3474,33.2082931,B,3,3,shouri,"['ショ', 'ウ', 'リ']","['ショ', 'ウ', 'リ']"
1184,1983,ショキ,初期,名詞,漢,4771,45.6064382,A,2,2,shoki,"['ショ', 'キ']","['ショ', 'キ']"
1185,1487,ショク,食,名詞,漢,6384,61.025257,A,2,2,shoku,"['ショ', 'ク']","['ショ', 'ク']"
1186,2145,ショク,職,名詞,漢,4358,41.6585323,A,2,2,shoku,"['ショ', 'ク']","['ショ', 'ク']"
1187,1108,ショクイン,職員,名詞,漢,8601,82.2177687,A,3,4,shokuin,"['ショ', 'ク', 'イン']","['ショ', 'ク', 'イ', 'ン']"
1188,1709,ショクギョウ,職業,名詞,漢,5535,52.9095861,A,4,4,shokugyou,"['ショ', 'ク', 'ギョ', 'ウ']","['ショ', 'ク', 'ギョ', 'ウ']"
1189,907,ショクジ,食事,名詞,漢,10503,100.3991658,A,3,3,shokuji,"['ショ', 'ク', 'ジ']","['ショ', 'ク', 'ジ']"
1191,1658,ショクヒン,食品,名詞,漢,5710,54.5824276,A,3,4,shokuhin,"['ショ', 'ク', 'ヒン']","['ショ', 'ク', 'ヒ', 'ン']"
1192,1577,ショクブツ,植物,名詞,漢,6027,57.6126604,A,4,4,shokubutsu,"['ショ', 'ク', 'ブ', 'ツ']","['ショ', 'ク', 'ブ', 'ツ']"
1193,1853,ショコク,諸国,名詞,漢,5103,48.7800574,A,3,3,shokoku,"['ショ', 'コ', 'ク']","['ショ', 'コ', 'ク']"
1194,1442,ジョシ,女子,名詞,漢,6567,62.7745712,A,2,2,joshi,"['ジョ', 'シ']","['ジョ', 'シ']"
1195,264,ジョセイ,女性,名詞,漢,32996,315.4118703,A,2,3,josei,"['ジョ', 'セイ']","['ジョ', 'セ', 'イ']"
1198,1018,ショトク,所得,名詞,漢,9339,89.2723802,A,3,3,shotoku,"['ショ', 'ト', 'ク']","['ショ', 'ト', 'ク']"
1199,1457,ショブン,処分,名詞,漢,6509,62.2201438,A,2,3,shobun,"['ショ', 'ブン']","['ショ', 'ブ', 'ン']"
1200,1386,ショユウ,所有,名詞,漢,6843,65.4128812,A,2,3,shoyuu,"['ショ', 'ユウ']","['ショ', 'ユ', 'ウ']"
1201,605,ショリ,処理,名詞,漢,15204,145.3364674,A,2,2,shori,"['ショ', 'リ']","['ショ', 'リ']"
1202,1981,ショルイ,書類,名詞,漢,4774,45.6351154,A,3,3,shorui,"['ショ', 'ル', 'イ']","['ショ', 'ル', 'イ']"
1205,662,シリョウ,資料,名詞,漢,13989,133.722168,A,3,3,shiryou,"['シ', 'リョ', 'ウ']","['シ', 'リョ', 'ウ']"
1208,2419,ジレイ,事例,名詞,漢,3794,36.2672032,A,2,3,jirei,"['ジ', 'レイ']","['ジ', 'レ', 'イ']"
1212,2188,シン,真,名詞,漢,4263,40.7504183,B,1,2,shin,['シン'],"['シ', 'ン']"
1214,1753,シンギ,審議,名詞,漢,5400,51.6191084,B,2,3,shingi,"['シン', 'ギ']","['シ', 'ン', 'ギ']"
1215,1245,シンケイ,神経,名詞,漢,7771,74.2837206,A,2,4,shinkei,"['シン', 'ケイ']","['シ', 'ン', 'ケ', 'イ']"
1216,2782,シンケン,真剣,名詞,漢,3206,30.6464558,B,2,4,shinken,"['シン', 'ケン']","['シ', 'ン', 'ケ', 'ン']"
1217,2239,ジンケン,人権,名詞,漢,4146,39.6320043,A,2,4,jinken,"['ジン', 'ケン']","['ジ', 'ン', 'ケ', 'ン']"
1218,1877,シンコウ,振興,名詞,漢,5045,48.22563,B,2,4,shinkou,"['シン', 'コウ']","['シ', 'ン', 'コ', 'ウ']"
1219,2243,シンコウ,進行,名詞,漢,4139,39.5650907,B,2,4,shinkou,"['シン', 'コウ']","['シ', 'ン', 'コ', 'ウ']"
1220,2751,シンコウ,信仰,名詞,漢,3252,31.0861742,B,2,4,shinkou,"['シン', 'コウ']","['シ', 'ン', 'コ', 'ウ']"
1221,1071,ジンコウ,人口,名詞,漢,8928,85.3435925,A,2,4,jinkou,"['ジン', 'コウ']","['ジ', 'ン', 'コ', 'ウ']"
1222,2066,シンコク,申告,名詞,漢,4554,43.5321147,B,3,4,shinkoku,"['シン', 'コ', 'ク']","['シ', 'ン', 'コ', 'ク']"
1223,1716,シンサ,審査,名詞,漢,5514,52.7088451,B,2,3,shinsa,"['シン', 'サ']","['シ', 'ン', 'サ']"
1224,2706,ジンザイ,人材,名詞,漢,3311,31.6501607,A,2,4,jinzai,"['ジン', 'ザイ']","['ジ', 'ン', 'ザ', 'イ']"
1225,2775,ジンジ,人事,名詞,漢,3222,30.7994013,A,2,3,jinji,"['ジン', 'ジ']","['ジ', 'ン', 'ジ']"
1226,2049,ジンジャ,神社,名詞,漢,4594,43.9144785,A,2,3,jinja,"['ジン', 'ジャ']","['ジ', 'ン', 'ジャ']"
1228,1247,シンセイ,申請,名詞,漢,7760,74.1785706,B,2,4,shinsei,"['シン', 'セイ']","['シ', 'ン', 'セ', 'イ']"
1229,873,ジンセイ,人生,名詞,漢,10931,104.4904581,A,2,4,jinsei,"['ジン', 'セイ']","['ジ', 'ン', 'セ', 'イ']"
1230,2750,シンゾウ,心臓,名詞,漢,3254,31.1052923,A,2,4,shinzou,"['シン', 'ゾウ']","['シ', 'ン', 'ゾ', 'ウ']"
1231,941,シンタイ,身体,名詞,漢,10068,96.2409598,B,2,4,shintai,"['シン', 'タイ']","['シ', 'ン', 'タ', 'イ']"
1232,1918,シンダン,診断,名詞,漢,4933,47.1550114,B,2,4,shindan,"['シン', 'ダン']","['シ', 'ン', 'ダ', 'ン']"
1233,773,シンパイ,心配,名詞,漢,12210,116.7165395,A,2,4,shinpai,"['シン', 'パイ']","['シ', 'ン', 'パ', 'イ']"
1234,1160,ジンブツ,人物,名詞,漢,8364,79.9522634,A,3,4,jinbutsu,"['ジン', 'ブ', 'ツ']","['ジ', 'ン', 'ブ', 'ツ']"
1235,664,シンブン,新聞,名詞,漢,13978,133.6170179,B,2,4,shinbun,"['シン', 'ブン']","['シ', 'ン', 'ブ', 'ン']"
1236,1996,シンヨウ,信用,名詞,漢,4733,45.2431926,B,2,4,shinyou,"['シン', 'ヨウ']","['シ', 'ン', 'ヨ', 'ウ']"
1237,1655,シンライ,信頼,名詞,漢,5733,54.8022867,B,2,4,shinrai,"['シン', 'ライ']","['シ', 'ン', 'ラ', 'イ']"
1238,1831,シンリ,心理,名詞,漢,5189,49.6021395,B,2,3,shinri,"['シン', 'リ']","['シ', 'ン', 'リ']"
1239,2218,シンリン,森林,名詞,漢,4194,40.0908408,B,2,4,shinrin,"['シン', 'リン']","['シ', 'ン', 'リ', 'ン']"
1240,2453,ジンルイ,人類,名詞,漢,3721,35.5693893,A,3,4,jinrui,"['ジン', 'ル', 'イ']","['ジ', 'ン', 'ル', 'イ']"
1242,220,ズ,図,名詞,漢,38903,371.8774395,A,1,1,zu,['ズ'],['ズ']
1243,1956,スイ,水,名詞,漢,4824,46.1130701,A,2,2,sui,"['ス', 'イ']","['ス', 'イ']"
1244,1697,スイイ,推移,名詞,漢,5574,53.2823908,A,2,3,suii,"['ス', 'イイ']","['ス', 'イ', 'イ']"
1245,2660,スイサン,水産,名詞,漢,3384,32.3479746,A,3,4,suisan,"['ス', 'イ', 'サン']","['ス', 'イ', 'サ', 'ン']"
